id,time,location,value,condition
2,23:12:29 10:23:27,11,5870.37,bright
3,23:12:29 10:23:27,12,29073.16,bright
4,23:12:29 10:23:27,13,29591.18,bright
5,23:12:29 10:23:27,14,18800.83,bright
7,23:12:29 10:23:27,11,16866.27,bright
8,23:12:29 10:23:27,9,28521.39,bright
9,23:12:29 10:23:27,13,16844.84,good
10,23:12:29 10:23:27,8,12198.43,bright
1,23:12:29 10:24:27,10,10730.07,bright
2,23:12:29 10:24:27,11,21661.39,bright
3,23:12:29 10:24:27,12,29684.18,bright
4,23:12:29 10:24:27,13,20226.84,bright
5,23:12:29 10:24:27,14,614.13,bright
6,23:12:29 10:24:27,12,23516.11,bright
7,23:12:29 10:24:27,11,10584.34,bright
8,23:12:29 10:24:27,9,13957.66,bright
9,23:12:29 10:24:27,13,14018.89,good
10,23:12:29 10:24:27,8,28986.26,bright
1,23:12:29 10:25:27,10,9475.84,bright
2,23:12:29 10:25:27,11,20755.00,bright
4,23:12:29 10:25:27,13,23344.70,bright
5,23:12:29 10:25:27,14,127.05,bright
6,23:12:29 10:25:27,12,23289.62,bright
8,23:12:29 10:25:27,9,23692.45,bright
9,23:12:29 10:25:27,13,2904.00,dark
10,23:12:29 10:25:27,8,26421.58,bright
1,23:12:29 10:26:27,10,8493.41,bright
2,23:12:29 10:26:27,11,18628.51,bright
3,23:12:29 10:26:27,12,4390.73,dark
6,23:12:29 10:26:27,12,13812.33,bright
10,23:12:29 10:26:27,8,29857.04,bright
1,23:12:29 10:27:27,10,21466.10,bright
2,23:12:29 10:27:27,11,7745.30,bright
4,23:12:29 10:27:27,13,4553.27,dark
5,23:12:29 10:27:27,14,19042.15,bright
6,23:12:29 10:27:27,12,22889.00,bright
7,23:12:29 10:27:27,11,3075.74,good
8,23:12:29 10:27:27,9,26659.03,bright
10,23:12:29 10:27:27,8,1732.62,bright
1,23:12:29 10:28:27,10,17325.61,bright
2,23:12:29 10:28:27,11,26457.61,bright
3,23:12:29 10:28:27,12,9734.96,good
6,23:12:29 10:28:27,12,4658.80,dark
7,23:12:29 10:28:27,11,15742.19,bright
8,23:12:29 10:28:27,9,9164.63,bright
9,23:12:29 10:28:27,13,21826.88,bright
2,23:12:29 10:29:27,11,17445.23,bright
6,23:12:29 10:29:27,12,23084.41,bright
8,23:12:29 10:29:27,9,26272.42,bright
9,23:12:29 10:29:27,13,9199.01,dark
10,23:12:29 10:29:27,8,23088.66,bright
1,23:12:29 10:30:27,10,14200.30,bright
2,23:12:29 10:30:27,11,15590.77,bright
3,23:12:29 10:30:27,12,14768.17,bright
5,23:12:29 10:30:27,14,7585.57,bright
7,23:12:29 10:30:27,11,11403.82,bright
8,23:12:29 10:30:27,9,6411.45,bright
9,23:12:29 10:30:27,13,6197.28,dark
10,23:12:29 10:30:27,8,28899.79,bright
2,23:12:29 10:31:27,11,15549.92,bright
3,23:12:29 10:31:27,12,17128.36,bright
4,23:12:29 10:31:27,13,11846.65,good
8,23:12:29 10:31:27,9,16014.34,bright
2,23:12:29 10:32:27,11,6203.99,bright
3,23:12:29 10:32:27,12,14192.53,bright
4,23:12:29 10:32:27,13,14135.78,good
6,23:12:29 10:32:27,12,258.86,dark
7,23:12:29 10:32:27,11,22714.41,bright
8,23:12:29 10:32:27,9,17198.51,bright
9,23:12:29 10:32:27,13,15351.16,good
10,23:12:29 10:32:27,8,21538.18,bright
1,23:12:29 10:33:27,10,4756.81,bright
2,23:12:29 10:33:27,11,1492.59,dark
3,23:12:29 10:33:27,12,8658.61,good
4,23:12:29 10:33:27,13,14033.71,good
6,23:12:29 10:33:27,12,26818.39,bright
7,23:12:29 10:33:27,11,24172.97,bright
8,23:12:29 10:33:27,9,25232.18,bright
1,23:12:29 10:34:27,10,17015.24,bright
2,23:12:29 10:34:27,11,761.62,dark
3,23:12:29 10:34:27,12,13275.13,bright
5,23:12:29 10:34:27,14,20390.63,bright
6,23:12:29 10:34:27,12,9275.44,good
10,23:12:29 10:34:27,8,24691.49,bright
1,23:12:29 10:35:27,10,13474.39,bright
2,23:12:29 10:35:27,11,11715.33,bright
3,23:12:29 10:35:27,12,17564.02,bright
4,23:12:29 10:35:27,13,28610.46,bright
6,23:12:29 10:35:27,12,23716.96,bright
7,23:12:29 10:35:27,11,6282.96,bright
1,23:12:29 10:36:27,10,11905.64,bright
4,23:12:29 10:36:27,13,11067.46,good
5,23:12:29 10:36:27,14,14164.34,bright
6,23:12:29 10:36:27,12,22156.74,bright
7,23:12:29 10:36:27,11,10814.35,bright
8,23:12:29 10:36:27,9,13672.95,bright
9,23:12:29 10:36:27,13,9844.84,dark
10,23:12:29 10:36:27,8,2800.93,bright
2,23:12:29 10:37:27,11,2920.23,good
4,23:12:29 10:37:27,13,25687.11,bright
5,23:12:29 10:37:27,14,7507.04,bright
6,23:12:29 10:37:27,12,16082.65,bright
7,23:12:29 10:37:27,11,7951.43,bright
8,23:12:29 10:37:27,9,24714.37,bright
9,23:12:29 10:37:27,13,25693.95,bright
10,23:12:29 10:37:27,8,1400.34,bright
2,23:12:29 10:38:27,11,20968.00,bright
3,23:12:29 10:38:27,12,17398.63,bright
4,23:12:29 10:38:27,13,13349.74,good
5,23:12:29 10:38:27,14,8209.11,bright
6,23:12:29 10:38:27,12,6863.39,good
7,23:12:29 10:38:27,11,15245.82,bright
8,23:12:29 10:38:27,9,25818.82,bright
9,23:12:29 10:38:27,13,18410.22,good
10,23:12:29 10:38:27,8,6981.69,bright
1,23:12:29 10:39:27,10,15988.35,bright
2,23:12:29 10:39:27,11,16097.27,bright
3,23:12:29 10:39:27,12,7979.16,good
5,23:12:29 10:39:27,14,3372.22,bright
6,23:12:29 10:39:27,12,28451.42,bright
7,23:12:29 10:39:27,11,11808.06,bright
9,23:12:29 10:39:27,13,16063.96,good
2,23:12:29 10:40:27,11,28053.05,bright
4,23:12:29 10:40:27,13,27370.58,bright
6,23:12:29 10:40:27,12,26547.91,bright
7,23:12:29 10:40:27,11,6779.60,bright
9,23:12:29 10:40:27,13,12202.93,good
1,23:12:29 10:41:27,10,22304.49,bright
2,23:12:29 10:41:27,11,23924.19,bright
3,23:12:29 10:41:27,12,15795.88,bright
4,23:12:29 10:41:27,13,24791.32,bright
5,23:12:29 10:41:27,14,1935.15,bright
6,23:12:29 10:41:27,12,2317.76,dark
7,23:12:29 10:41:27,11,2103.39,good
8,23:12:29 10:41:27,9,16154.28,bright
9,23:12:29 10:41:27,13,29545.94,bright
2,23:12:29 10:42:27,11,10819.43,bright
3,23:12:29 10:42:27,12,24278.57,bright
4,23:12:29 10:42:27,13,26866.35,bright
5,23:12:29 10:42:27,14,16782.67,bright
6,23:12:29 10:42:27,12,29551.50,bright
7,23:12:29 10:42:27,11,1198.94,dark
8,23:12:29 10:42:27,9,7397.18,bright
10,23:12:29 10:42:27,8,13380.68,bright
1,23:12:29 10:43:27,10,21394.19,bright
2,23:12:29 10:43:27,11,20771.15,bright
3,23:12:29 10:43:27,12,7120.07,good
4,23:12:29 10:43:27,13,9986.48,dark
5,23:12:29 10:43:27,14,23854.17,bright
6,23:12:29 10:43:27,12,10938.58,bright
7,23:12:29 10:43:27,11,29282.87,bright
8,23:12:29 10:43:27,9,29691.78,bright
9,23:12:29 10:43:27,13,21737.64,bright
10,23:12:29 10:43:27,8,16224.59,bright
2,23:12:29 10:44:27,11,22162.88,bright
3,23:12:29 10:44:27,12,16136.99,bright
4,23:12:29 10:44:27,13,8463.13,dark
5,23:12:29 10:44:27,14,5459.96,bright
6,23:12:29 10:44:27,12,22698.72,bright
7,23:12:29 10:44:27,11,2010.74,good
8,23:12:29 10:44:27,9,11712.40,bright
1,23:12:29 10:45:27,10,9460.75,bright
2,23:12:29 10:45:27,11,8356.29,bright
3,23:12:29 10:45:27,12,15553.91,bright
4,23:12:29 10:45:27,13,27047.53,bright
5,23:12:29 10:45:27,14,20635.82,bright
8,23:12:29 10:45:27,9,14242.72,bright
9,23:12:29 10:45:27,13,290.18,dark
10,23:12:29 10:45:27,8,4499.27,bright
2,23:12:29 10:46:27,11,6084.87,bright
3,23:12:29 10:46:27,12,11897.43,bright
5,23:12:29 10:46:27,14,9888.76,bright
6,23:12:29 10:46:27,12,13450.79,bright
7,23:12:29 10:46:27,11,29686.86,bright
8,23:12:29 10:46:27,9,23948.06,bright
9,23:12:29 10:46:27,13,26052.02,bright
10,23:12:29 10:46:27,8,20883.42,bright
2,23:12:29 10:47:27,11,24361.37,bright
3,23:12:29 10:47:27,12,18494.86,bright
4,23:12:29 10:47:27,13,2082.65,dark
5,23:12:29 10:47:27,14,5209.79,bright
6,23:12:29 10:47:27,12,16320.52,bright
7,23:12:29 10:47:27,11,12320.54,bright
9,23:12:29 10:47:27,13,812.38,dark
10,23:12:29 10:47:27,8,19513.34,bright
1,23:12:29 10:48:27,10,12042.27,bright
2,23:12:29 10:48:27,11,4056.63,good
3,23:12:29 10:48:27,12,17408.19,bright
4,23:12:29 10:48:27,13,11916.24,good
5,23:12:29 10:48:27,14,20248.25,bright
6,23:12:29 10:48:27,12,15633.73,bright
7,23:12:29 10:48:27,11,26548.39,bright
8,23:12:29 10:48:27,9,15461.42,bright
9,23:12:29 10:48:27,13,26522.15,bright
10,23:12:29 10:48:27,8,1524.35,bright
2,23:12:29 10:49:27,11,12103.39,bright
3,23:12:29 10:49:27,12,8828.13,good
4,23:12:29 10:49:27,13,14257.53,good
6,23:12:29 10:49:27,12,25725.04,bright
7,23:12:29 10:49:27,11,7276.58,bright
8,23:12:29 10:49:27,9,12071.33,bright
9,23:12:29 10:49:27,13,12100.31,good
10,23:12:29 10:49:27,8,18163.25,bright
1,23:12:29 10:50:27,10,8967.98,bright
2,23:12:29 10:50:27,11,10728.82,bright
6,23:12:29 10:50:27,12,3378.73,dark
7,23:12:29 10:50:27,11,17772.95,bright
8,23:12:29 10:50:27,9,3343.16,bright
10,23:12:29 10:50:27,8,9.76,dark
1,23:12:29 10:51:27,10,8575.54,bright
2,23:12:29 10:51:27,11,3467.27,good
3,23:12:29 10:51:27,12,4169.55,dark
4,23:12:29 10:51:27,13,5634.49,dark
5,23:12:29 10:51:27,14,23504.42,bright
6,23:12:29 10:51:27,12,21043.70,bright
7,23:12:29 10:51:27,11,29485.47,bright
8,23:12:29 10:51:27,9,15837.77,bright
10,23:12:29 10:51:27,8,12860.40,bright
1,23:12:29 10:52:27,10,21753.13,bright
2,23:12:29 10:52:27,11,3715.50,good
3,23:12:29 10:52:27,12,3792.52,dark
4,23:12:29 10:52:27,13,1015.19,dark
5,23:12:29 10:52:27,14,17768.84,bright
6,23:12:29 10:52:27,12,10079.86,bright
10,23:12:29 10:52:27,8,9869.04,bright
1,23:12:29 10:53:27,10,26851.83,bright
2,23:12:29 10:53:27,11,14295.89,bright
3,23:12:29 10:53:27,12,28329.53,bright
4,23:12:29 10:53:27,13,25113.75,bright
5,23:12:29 10:53:27,14,16869.40,bright
6,23:12:29 10:53:27,12,27593.29,bright
7,23:12:29 10:53:27,11,25532.73,bright
8,23:12:29 10:53:27,9,26993.18,bright
2,23:12:29 10:54:27,11,9649.03,bright
4,23:12:29 10:54:27,13,885.55,dark
10,23:12:29 10:54:27,8,3936.81,bright
1,23:12:29 10:55:27,10,25945.21,bright
3,23:12:29 10:55:27,12,15289.89,bright
4,23:12:29 10:55:27,13,20970.45,bright
5,23:12:29 10:55:27,14,9784.33,bright
6,23:12:29 10:55:27,12,745.53,dark
7,23:12:29 10:55:27,11,22658.29,bright
9,23:12:29 10:55:27,13,4551.68,dark
10,23:12:29 10:55:27,8,23676.68,bright
2,23:12:29 10:56:27,11,3445.39,good
3,23:12:29 10:56:27,12,7098.66,good
4,23:12:29 10:56:27,13,21998.75,bright
5,23:12:29 10:56:27,14,1009.50,bright
6,23:12:29 10:56:27,12,14516.59,bright
7,23:12:29 10:56:27,11,17712.49,bright
8,23:12:29 10:56:27,9,19491.09,bright
9,23:12:29 10:56:27,13,24626.55,bright
1,23:12:29 10:57:27,10,26300.17,bright
2,23:12:29 10:57:27,11,10505.33,bright
4,23:12:29 10:57:27,13,13614.31,good
6,23:12:29 10:57:27,12,1284.17,dark
8,23:12:29 10:57:27,9,3095.21,bright
9,23:12:29 10:57:27,13,1671.70,dark
10,23:12:29 10:57:27,8,17895.51,bright
1,23:12:29 10:58:27,10,17708.35,bright
3,23:12:29 10:58:27,12,1253.79,dark
4,23:12:29 10:58:27,13,4671.21,dark
6,23:12:29 10:58:27,12,9995.26,good
7,23:12:29 10:58:27,11,13792.99,bright
8,23:12:29 10:58:27,9,5314.53,bright
9,23:12:29 10:58:27,13,8392.43,dark
10,23:12:29 10:58:27,8,9233.97,bright
1,23:12:29 10:59:27,10,24807.98,bright
2,23:12:29 10:59:27,11,3075.07,good
3,23:12:29 10:59:27,12,15624.78,bright
4,23:12:29 10:59:27,13,3458.06,dark
5,23:12:29 10:59:27,14,29333.35,bright
6,23:12:29 10:59:27,12,8947.08,good
8,23:12:29 10:59:27,9,20310.22,bright
9,23:12:29 10:59:27,13,23017.05,bright
10,23:12:29 10:59:27,8,16447.80,bright
1,23:12:29 11:00:27,10,23112.59,bright
2,23:12:29 11:00:27,11,28746.87,bright
5,23:12:29 11:00:27,14,24630.14,bright
6,23:12:29 11:00:27,12,28468.53,bright
7,23:12:29 11:00:27,11,12779.20,bright
8,23:12:29 11:00:27,9,27022.07,bright
9,23:12:29 11:00:27,13,9275.75,dark
10,23:12:29 11:00:27,8,5734.25,bright
1,23:12:29 11:01:27,10,11649.63,bright
2,23:12:29 11:01:27,11,29593.94,bright
5,23:12:29 11:01:27,14,17335.22,bright
6,23:12:29 11:01:27,12,17225.35,bright
8,23:12:29 11:01:27,9,25105.97,bright
9,23:12:29 11:01:27,13,1619.96,dark
10,23:12:29 11:01:27,8,1991.33,bright
1,23:12:29 11:02:27,10,18256.53,bright
2,23:12:29 11:02:27,11,9257.21,bright
3,23:12:29 11:02:27,12,15806.81,bright
4,23:12:29 11:02:27,13,28923.75,bright
6,23:12:29 11:02:27,12,3843.14,dark
7,23:12:29 11:02:27,11,13118.85,bright
8,23:12:29 11:02:27,9,17929.24,bright
9,23:12:29 11:02:27,13,25614.02,bright
10,23:12:29 11:02:27,8,9985.94,bright
1,23:12:29 11:03:27,10,22470.66,bright
2,23:12:29 11:03:27,11,11226.73,bright
3,23:12:29 11:03:27,12,20386.71,bright
4,23:12:29 11:03:27,13,18091.54,good
6,23:12:29 11:03:27,12,23732.20,bright
7,23:12:29 11:03:27,11,891.76,dark
9,23:12:29 11:03:27,13,27503.03,bright
1,23:12:29 11:04:27,10,5405.35,bright
2,23:12:29 11:04:27,11,17687.28,bright
3,23:12:29 11:04:27,12,3716.16,dark
4,23:12:29 11:04:27,13,8107.12,dark
5,23:12:29 11:04:27,14,26457.49,bright
7,23:12:29 11:04:27,11,5593.86,bright
8,23:12:29 11:04:27,9,29052.44,bright
10,23:12:29 11:04:27,8,17030.79,bright
1,23:12:29 11:05:27,10,1767.48,good
2,23:12:29 11:05:27,11,17171.48,bright
3,23:12:29 11:05:27,12,6503.73,good
4,23:12:29 11:05:27,13,12263.40,good
6,23:12:29 11:05:27,12,8517.23,good
7,23:12:29 11:05:27,11,29150.91,bright
8,23:12:29 11:05:27,9,10474.62,bright
9,23:12:29 11:05:27,13,26847.63,bright
10,23:12:29 11:05:27,8,19834.58,bright
2,23:12:29 11:06:27,11,22682.72,bright
4,23:12:29 11:06:27,13,18569.74,good
5,23:12:29 11:06:27,14,5685.25,bright
6,23:12:29 11:06:27,12,26181.10,bright
7,23:12:29 11:06:27,11,11847.41,bright
8,23:12:29 11:06:27,9,21864.81,bright
1,23:12:29 11:07:27,10,13288.66,bright
3,23:12:29 11:07:27,12,24302.18,bright
4,23:12:29 11:07:27,13,29012.87,bright
5,23:12:29 11:07:27,14,18691.42,bright
6,23:12:29 11:07:27,12,768.60,dark
7,23:12:29 11:07:27,11,29018.19,bright
9,23:12:29 11:07:27,13,18319.21,good
10,23:12:29 11:07:27,8,25125.56,bright
1,23:12:29 11:08:27,10,25359.39,bright
2,23:12:29 11:08:27,11,26970.64,bright
5,23:12:29 11:08:27,14,88.98,bright
6,23:12:29 11:08:27,12,24826.05,bright
7,23:12:29 11:08:27,11,29419.56,bright
9,23:12:29 11:08:27,13,23562.83,bright
10,23:12:29 11:08:27,8,16001.40,bright
1,23:12:29 11:09:27,10,11794.84,bright
2,23:12:29 11:09:27,11,4408.43,good
3,23:12:29 11:09:27,12,14211.41,bright
4,23:12:29 11:09:27,13,8134.60,dark
5,23:12:29 11:09:27,14,8652.24,bright
6,23:12:29 11:09:27,12,24353.93,bright
7,23:12:29 11:09:27,11,17176.86,bright
9,23:12:29 11:09:27,13,9811.97,dark
1,23:12:29 11:10:27,10,10776.12,bright
3,23:12:29 11:10:27,12,12251.30,bright
4,23:12:29 11:10:27,13,21485.11,bright
5,23:12:29 11:10:27,14,21438.66,bright
6,23:12:29 11:10:27,12,18184.74,bright
7,23:12:29 11:10:27,11,29156.74,bright
9,23:12:29 11:10:27,13,21039.65,bright
1,23:12:29 11:11:27,10,2407.03,bright
3,23:12:29 11:11:27,12,24181.03,bright
4,23:12:29 11:11:27,13,17066.75,good
5,23:12:29 11:11:27,14,1038.77,bright
6,23:12:29 11:11:27,12,1000.47,dark
7,23:12:29 11:11:27,11,18847.00,bright
9,23:12:29 11:11:27,13,19465.46,good
10,23:12:29 11:11:27,8,25882.02,bright
1,23:12:29 11:12:27,10,2915.18,bright
2,23:12:29 11:12:27,11,11624.74,bright
3,23:12:29 11:12:27,12,28731.06,bright
5,23:12:29 11:12:27,14,19387.68,bright
6,23:12:29 11:12:27,12,24710.81,bright
7,23:12:29 11:12:27,11,8879.30,bright
9,23:12:29 11:12:27,13,1078.58,dark
10,23:12:29 11:12:27,8,26132.32,bright
1,23:12:29 11:13:27,10,13831.77,bright
2,23:12:29 11:13:27,11,8525.56,bright
3,23:12:29 11:13:27,12,4966.43,dark
4,23:12:29 11:13:27,13,24235.24,bright
5,23:12:29 11:13:27,14,1774.07,bright
8,23:12:29 11:13:27,9,27391.93,bright
10,23:12:29 11:13:27,8,16792.73,bright
1,23:12:29 11:14:27,10,6638.06,bright
2,23:12:29 11:14:27,11,319.89,dark
4,23:12:29 11:14:27,13,8300.59,dark
5,23:12:29 11:14:27,14,13932.39,bright
7,23:12:29 11:14:27,11,11245.51,bright
9,23:12:29 11:14:27,13,22079.92,bright
1,23:12:29 11:15:27,10,28706.98,bright
2,23:12:29 11:15:27,11,24153.51,bright
4,23:12:29 11:15:27,13,5873.94,dark
6,23:12:29 11:15:27,12,22010.31,bright
8,23:12:29 11:15:27,9,18294.40,bright
9,23:12:29 11:15:27,13,7771.23,dark
2,23:12:29 11:16:27,11,17350.13,bright
3,23:12:29 11:16:27,12,3782.45,dark
5,23:12:29 11:16:27,14,15134.09,bright
6,23:12:29 11:16:27,12,1842.13,dark
7,23:12:29 11:16:27,11,21144.68,bright
9,23:12:29 11:16:27,13,20681.23,bright
10,23:12:29 11:16:27,8,25584.73,bright
2,23:12:29 11:17:27,11,6583.31,bright
5,23:12:29 11:17:27,14,17694.36,bright
6,23:12:29 11:17:27,12,26029.23,bright
7,23:12:29 11:17:27,11,23462.73,bright
9,23:12:29 11:17:27,13,21354.43,bright
1,23:12:29 11:18:27,10,13293.46,bright
2,23:12:29 11:18:27,11,6106.70,bright
3,23:12:29 11:18:27,12,10621.70,bright
5,23:12:29 11:18:27,14,25827.60,bright
7,23:12:29 11:18:27,11,18958.87,bright
8,23:12:29 11:18:27,9,19974.70,bright
9,23:12:29 11:18:27,13,22486.87,bright
10,23:12:29 11:18:27,8,17468.26,bright
2,23:12:29 11:19:27,11,500.16,dark
3,23:12:29 11:19:27,12,15557.47,bright
4,23:12:29 11:19:27,13,26630.07,bright
5,23:12:29 11:19:27,14,3619.23,bright
6,23:12:29 11:19:27,12,4490.25,dark
7,23:12:29 11:19:27,11,7546.56,bright
8,23:12:29 11:19:27,9,5591.87,bright
9,23:12:29 11:19:27,13,9560.03,dark
10,23:12:29 11:19:27,8,29899.60,bright
1,23:12:29 11:20:27,10,16737.52,bright
2,23:12:29 11:20:27,11,26015.55,bright
3,23:12:29 11:20:27,12,7276.59,good
4,23:12:29 11:20:27,13,21751.86,bright
5,23:12:29 11:20:27,14,1836.45,bright
6,23:12:29 11:20:27,12,4544.09,dark
7,23:12:29 11:20:27,11,1662.64,dark
8,23:12:29 11:20:27,9,28711.61,bright
10,23:12:29 11:20:27,8,666.53,good
1,23:12:29 11:21:27,10,8085.58,bright
2,23:12:29 11:21:27,11,5561.21,bright
3,23:12:29 11:21:27,12,9043.66,good
5,23:12:29 11:21:27,14,25163.16,bright
6,23:12:29 11:21:27,12,13636.49,bright
7,23:12:29 11:21:27,11,24638.44,bright
8,23:12:29 11:21:27,9,7499.84,bright
9,23:12:29 11:21:27,13,10995.90,good
10,23:12:29 11:21:27,8,29475.07,bright
2,23:12:29 11:22:27,11,26701.32,bright
3,23:12:29 11:22:27,12,20905.35,bright
5,23:12:29 11:22:27,14,10446.91,bright
6,23:12:29 11:22:27,12,16254.89,bright
7,23:12:29 11:22:27,11,27900.66,bright
10,23:12:29 11:22:27,8,18881.96,bright
1,23:12:29 11:23:27,10,24772.00,bright
2,23:12:29 11:23:27,11,24885.59,bright
4,23:12:29 11:23:27,13,7956.87,dark
5,23:12:29 11:23:27,14,24988.23,bright
6,23:12:29 11:23:27,12,8537.37,good
7,23:12:29 11:23:27,11,12664.46,bright
8,23:12:29 11:23:27,9,24690.89,bright
9,23:12:29 11:23:27,13,24154.80,bright
10,23:12:29 11:23:27,8,3693.30,bright
2,23:12:29 11:24:27,11,22852.75,bright
3,23:12:29 11:24:27,12,9782.01,good
4,23:12:29 11:24:27,13,3880.01,dark
5,23:12:29 11:24:27,14,28055.11,bright
7,23:12:29 11:24:27,11,29348.77,bright
8,23:12:29 11:24:27,9,13709.60,bright
9,23:12:29 11:24:27,13,1118.21,dark
1,23:12:29 11:25:27,10,16483.51,bright
2,23:12:29 11:25:27,11,20875.25,bright
3,23:12:29 11:25:27,12,15173.57,bright
4,23:12:29 11:25:27,13,5442.48,dark
5,23:12:29 11:25:27,14,8125.40,bright
6,23:12:29 11:25:27,12,6042.31,good
7,23:12:29 11:25:27,11,28658.76,bright
8,23:12:29 11:25:27,9,1287.96,bright
10,23:12:29 11:25:27,8,9815.30,bright
1,23:12:29 11:26:27,10,20353.86,bright
2,23:12:29 11:26:27,11,6352.19,bright
4,23:12:29 11:26:27,13,13586.86,good
5,23:12:29 11:26:27,14,21042.36,bright
7,23:12:29 11:26:27,11,20008.93,bright
8,23:12:29 11:26:27,9,18308.85,bright
9,23:12:29 11:26:27,13,23387.16,bright
1,23:12:29 11:27:27,10,25409.89,bright
2,23:12:29 11:27:27,11,22668.06,bright
3,23:12:29 11:27:27,12,21179.65,bright
4,23:12:29 11:27:27,13,11183.75,good
5,23:12:29 11:27:27,14,29609.51,bright
7,23:12:29 11:27:27,11,12917.20,bright
9,23:12:29 11:27:27,13,26550.28,bright
10,23:12:29 11:27:27,8,4302.55,bright
1,23:12:29 11:28:27,10,1611.99,good
3,23:12:29 11:28:27,12,3379.51,dark
4,23:12:29 11:28:27,13,24331.51,bright
5,23:12:29 11:28:27,14,27665.96,bright
8,23:12:29 11:28:27,9,11088.61,bright
9,23:12:29 11:28:27,13,29939.72,bright
10,23:12:29 11:28:27,8,20382.89,bright
1,23:12:29 11:29:27,10,16045.37,bright
3,23:12:29 11:29:27,12,21423.89,bright
4,23:12:29 11:29:27,13,4622.44,dark
5,23:12:29 11:29:27,14,5490.47,bright
6,23:12:29 11:29:27,12,4583.06,dark
7,23:12:29 11:29:27,11,8028.28,bright
8,23:12:29 11:29:27,9,28775.06,bright
10,23:12:29 11:29:27,8,24075.87,bright
1,23:12:29 11:30:27,10,958.61,dark
2,23:12:29 11:30:27,11,11882.69,bright
3,23:12:29 11:30:27,12,28602.31,bright
4,23:12:29 11:30:27,13,7523.32,dark
6,23:12:29 11:30:27,12,29005.05,bright
7,23:12:29 11:30:27,11,23677.64,bright
8,23:12:29 11:30:27,9,17561.76,bright
9,23:12:29 11:30:27,13,18707.79,good
10,23:12:29 11:30:27,8,29173.65,bright
1,23:12:29 11:31:27,10,29912.29,bright
2,23:12:29 11:31:27,11,21471.82,bright
4,23:12:29 11:31:27,13,2368.82,dark
5,23:12:29 11:31:27,14,7028.82,bright
8,23:12:29 11:31:27,9,20922.68,bright
9,23:12:29 11:31:27,13,29507.86,bright
10,23:12:29 11:31:27,8,15617.63,bright
1,23:12:29 11:32:27,10,10126.95,bright
2,23:12:29 11:32:27,11,21980.91,bright
3,23:12:29 11:32:27,12,22763.53,bright
6,23:12:29 11:32:27,12,16763.24,bright
8,23:12:29 11:32:27,9,23862.62,bright
9,23:12:29 11:32:27,13,27106.14,bright
10,23:12:29 11:32:27,8,17348.05,bright
3,23:12:29 11:33:27,12,2623.50,dark
4,23:12:29 11:33:27,13,20897.07,bright
5,23:12:29 11:33:27,14,16192.47,bright
6,23:12:29 11:33:27,12,2562.92,dark
7,23:12:29 11:33:27,11,1150.85,dark
8,23:12:29 11:33:27,9,29408.01,bright
9,23:12:29 11:33:27,13,27603.48,bright
10,23:12:29 11:33:27,8,11953.40,bright
1,23:12:29 11:34:27,10,12717.64,bright
2,23:12:29 11:34:27,11,11090.08,bright
3,23:12:29 11:34:27,12,6383.48,good
7,23:12:29 11:34:27,11,16217.29,bright
10,23:12:29 11:34:27,8,13218.87,bright
2,23:12:29 11:35:27,11,13357.11,bright
3,23:12:29 11:35:27,12,930.14,dark
4,23:12:29 11:35:27,13,5705.99,dark
5,23:12:29 11:35:27,14,24063.93,bright
7,23:12:29 11:35:27,11,11913.23,bright
9,23:12:29 11:35:27,13,21694.73,bright
1,23:12:29 11:36:27,10,12121.74,bright
2,23:12:29 11:36:27,11,25228.88,bright
3,23:12:29 11:36:27,12,20555.90,bright
4,23:12:29 11:36:27,13,12119.06,good
5,23:12:29 11:36:27,14,9588.77,bright
6,23:12:29 11:36:27,12,18543.38,bright
8,23:12:29 11:36:27,9,4155.55,bright
9,23:12:29 11:36:27,13,14567.12,good
10,23:12:29 11:36:27,8,27695.31,bright
2,23:12:29 11:37:27,11,29080.50,bright
3,23:12:29 11:37:27,12,6076.34,good
5,23:12:29 11:37:27,14,21348.85,bright
6,23:12:29 11:37:27,12,12417.08,bright
8,23:12:29 11:37:27,9,7713.17,bright
9,23:12:29 11:37:27,13,21794.04,bright
10,23:12:29 11:37:27,8,29389.35,bright
1,23:12:29 11:38:27,10,2394.59,bright
3,23:12:29 11:38:27,12,9749.98,good
4,23:12:29 11:38:27,13,29555.40,bright
5,23:12:29 11:38:27,14,26773.79,bright
7,23:12:29 11:38:27,11,17350.14,bright
9,23:12:29 11:38:27,13,22941.99,bright
1,23:12:29 11:39:27,10,2851.79,bright
4,23:12:29 11:39:27,13,22772.26,bright
5,23:12:29 11:39:27,14,17265.47,bright
6,23:12:29 11:39:27,12,26760.64,bright
7,23:12:29 11:39:27,11,25273.71,bright
8,23:12:29 11:39:27,9,28090.85,bright
1,23:12:29 11:40:27,10,24204.91,bright
2,23:12:29 11:40:27,11,4591.20,good
4,23:12:29 11:40:27,13,12146.86,good
5,23:12:29 11:40:27,14,21215.61,bright
6,23:12:29 11:40:27,12,22827.92,bright
7,23:12:29 11:40:27,11,10121.36,bright
8,23:12:29 11:40:27,9,6268.18,bright
9,23:12:29 11:40:27,13,22989.74,bright
10,23:12:29 11:40:27,8,17569.34,bright
1,23:12:29 11:41:27,10,5341.89,bright
2,23:12:29 11:41:27,11,6007.76,bright
3,23:12:29 11:41:27,12,10737.44,bright
6,23:12:29 11:41:27,12,11971.59,bright
